component_name,component_type,App Name,App Owner,File_name,Open Mode,Closed,Read,Write,Rewrite,Start,Release,Delete,Sort,Merge,Optional
CPCB0780,COBOL,Policy Remarks,"Hutto, Amy",FL-WORKFLOW-XML,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0780,COBOL,Policy Remarks,"Hutto, Amy",CLO-WORKFLOW-WM-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0780,COBOL,Policy Remarks,"Hutto, Amy",COV-REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",CLI-DATE-CARD-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",CLI-IMAGE-LOCAIX-FILE,I-O,Yes,Yes,No,Yes,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",CLI-COMPANY-CONTROL,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",REP-INFO,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",NUMBER-TABLE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",CLO-ORDER-FILE,I-O,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",FL-TYPE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",XML-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0785,COBOL,Policy Remarks,"Hutto, Amy",COV-REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",CLI-DATE-CARD-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",CLI-IMAGE-LOCAIX-FILE,I-O,Yes,Yes,No,Yes,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",CLI-COMPANY-CONTROL,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",REP-INFO,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",CLO-ORDER-FILE,I-O,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",FL-TYPE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",FL-WORKFLOW-XML,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0790,COBOL,Policy Remarks,"Hutto, Amy",COV-REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0795,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0795,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0795,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE-DUP,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0799,COBOL,Policy Remarks,"Hutto, Amy",I-ERRLOG-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0799,COBOL,Policy Remarks,"Hutto, Amy",O-ERRLOG-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0799,COBOL,Policy Remarks,"Hutto, Amy",O-EMAIL-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0800,COBOL,Policy Remarks,"Hutto, Amy",CLO-CLAIMS-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0840,COBOL,Policy Remarks,"Hutto, Amy",IN-WELLNESS-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0840,COBOL,Policy Remarks,"Hutto, Amy",IN-COMP-FILE,INPUT,No,No,No,No,No,No,No,No,No,No
CPCB0840,COBOL,Policy Remarks,"Hutto, Amy",CIF-CID-OUT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0841,COBOL,Policy Remarks,"Hutto, Amy",CLI-FORM-REQ-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0841,COBOL,Policy Remarks,"Hutto, Amy",IN-COMP-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0841,COBOL,Policy Remarks,"Hutto, Amy",CIF-CID-OUT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0845,COBOL,Policy Remarks,"Hutto, Amy",IN-CIF-CID-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0845,COBOL,Policy Remarks,"Hutto, Amy",IN-COMP-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0845,COBOL,Policy Remarks,"Hutto, Amy",OT-POLICY-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0850,COBOL,Policy Remarks,"Hutto, Amy",IN-POLICY-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0850,COBOL,Policy Remarks,"Hutto, Amy",OT-PSTCD-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0850,COBOL,Policy Remarks,"Hutto, Amy",OT-AUDIT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0851,COBOL,Policy Remarks,"Hutto, Amy",CLI-BENEFIT-LETTER-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0851,COBOL,Policy Remarks,"Hutto, Amy",CLI-CLAIMS-CONTROL-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0851,COBOL,Policy Remarks,"Hutto, Amy",CLO-PAID-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0852,COBOL,Policy Remarks,"Hutto, Amy",CLI-CLAIMS-HISTORY-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0852,COBOL,Policy Remarks,"Hutto, Amy",CLO-CLAIMS-PAID-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0854,COBOL,Policy Remarks,"Hutto, Amy",CLI-CLAIMS-HISTORY-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0854,COBOL,Policy Remarks,"Hutto, Amy",CLO-CLAIMS-PAID-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0855,COBOL,Policy Remarks,"Hutto, Amy",CLI-CLAIMS-CONTROL-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0855,COBOL,Policy Remarks,"Hutto, Amy",ACD-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0855,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0856,COBOL,Policy Remarks,"Hutto, Amy",CLI-CLAIMS-HISTORY-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0856,COBOL,Policy Remarks,"Hutto, Amy",CLO-CLAIMS-NOTE-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0858,COBOL,Policy Remarks,"Hutto, Amy",CLI-CLAIMS-NOTE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0859,COBOL,Policy Remarks,"Hutto, Amy",CLI-CLAIMS-CONTROL-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0859,COBOL,Policy Remarks,"Hutto, Amy",ACD-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0859,COBOL,Policy Remarks,"Hutto, Amy",EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0870,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0870,COBOL,Policy Remarks,"Hutto, Amy",DETAIL-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0870,COBOL,Policy Remarks,"Hutto, Amy",TOTAL-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0870,COBOL,Policy Remarks,"Hutto, Amy",TOTAL-PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0870,COBOL,Policy Remarks,"Hutto, Amy",TOTAL-LOB-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0875,COBOL,Policy Remarks,"Hutto, Amy",PARM-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0875,COBOL,Policy Remarks,"Hutto, Amy",INT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0875,COBOL,Policy Remarks,"Hutto, Amy",LTC-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0875,COBOL,Policy Remarks,"Hutto, Amy",ADV-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0875,COBOL,Policy Remarks,"Hutto, Amy",PRV-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0875,COBOL,Policy Remarks,"Hutto, Amy",PNT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0875,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0876,COBOL,Policy Remarks,"Hutto, Amy",PARM-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0876,COBOL,Policy Remarks,"Hutto, Amy",PRV-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0876,COBOL,Policy Remarks,"Hutto, Amy",INT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0876,COBOL,Policy Remarks,"Hutto, Amy",PNT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0876,COBOL,Policy Remarks,"Hutto, Amy",INT-OTH-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0876,COBOL,Policy Remarks,"Hutto, Amy",PNT-OTH-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0877,COBOL,Policy Remarks,"Hutto, Amy",PARM-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0877,COBOL,Policy Remarks,"Hutto, Amy",PRV-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0877,COBOL,Policy Remarks,"Hutto, Amy",INT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0877,COBOL,Policy Remarks,"Hutto, Amy",PNT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0877,COBOL,Policy Remarks,"Hutto, Amy",INT-OTH-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0877,COBOL,Policy Remarks,"Hutto, Amy",PNT-OTH-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0878,COBOL,Policy Remarks,"Hutto, Amy",INT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0878,COBOL,Policy Remarks,"Hutto, Amy",PRV-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0878,COBOL,Policy Remarks,"Hutto, Amy",OUT-PRV-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",LTC-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",INT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",PNT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",ADV-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",PRV-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",CLI-REGION-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",TEN99LTC-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",TEN99INT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",TEN99PNT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",TEN99PRV-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",TEN99ZER-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0880,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0881,COBOL,Policy Remarks,"Hutto, Amy",PARM-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0881,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0881,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0883,COBOL,Policy Remarks,"Hutto, Amy",COMPANY-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0883,COBOL,Policy Remarks,"Hutto, Amy",TEN99-CLM,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0883,COBOL,Policy Remarks,"Hutto, Amy",TEN99-MISC,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0883,COBOL,Policy Remarks,"Hutto, Amy",TEN99-LTC,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0883,COBOL,Policy Remarks,"Hutto, Amy",TEN99-INT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0883,COBOL,Policy Remarks,"Hutto, Amy",TEN99-ERROR,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0883,COBOL,Policy Remarks,"Hutto, Amy",ERROR-EMAIL,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0885,COBOL,Policy Remarks,"Hutto, Amy",DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0885,COBOL,Policy Remarks,"Hutto, Amy",RPT1-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0885,COBOL,Policy Remarks,"Hutto, Amy",RPT2-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0890,COBOL,Policy Remarks,"Hutto, Amy",CLI-PAID-CLAIMS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0890,COBOL,Policy Remarks,"Hutto, Amy",CLI-PAID-DENTAL-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0890,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0890,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0895,COBOL,Policy Remarks,"Hutto, Amy",CLI-WELLNESS-EXTRACT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0895,COBOL,Policy Remarks,"Hutto, Amy",CLI-DATE-CARD-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0895,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0915,COBOL,Policy Remarks,"Hutto, Amy",REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0916,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0916,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0916,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0916,COBOL,Policy Remarks,"Hutto, Amy",CLO-REV-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0918,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0918,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0918,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0920,COBOL,Policy Remarks,"Hutto, Amy",CLI-PROCESSING-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0920,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0920,COBOL,Policy Remarks,"Hutto, Amy",CLO-LETTER-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0920,COBOL,Policy Remarks,"Hutto, Amy",CLO-LETTER-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0921,COBOL,Policy Remarks,"Hutto, Amy",CLI-PROCESSING-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0921,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0921,COBOL,Policy Remarks,"Hutto, Amy",CLO-FICA-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0921,COBOL,Policy Remarks,"Hutto, Amy",CLO-RRTA-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0922,COBOL,Policy Remarks,"Hutto, Amy",CLI-PROCESSING-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0922,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0922,COBOL,Policy Remarks,"Hutto, Amy",CLO-FICA-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0922,COBOL,Policy Remarks,"Hutto, Amy",CLO-RRTA-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0923,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0923,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0923,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0924,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0924,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0924,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0926,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0926,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0926,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0931,COBOL,Policy Remarks,"Hutto, Amy",CLI-PROCESSING-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0931,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0931,COBOL,Policy Remarks,"Hutto, Amy",CLO-FICA-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0931,COBOL,Policy Remarks,"Hutto, Amy",CLO-RRTA-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0932,COBOL,Policy Remarks,"Hutto, Amy",CLI-PROCESSING-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0932,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0932,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0932,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0933,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0933,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0933,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0934,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0934,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0934,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No
CPCB0935,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0935,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-JR,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0935,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-SR,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0935,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-MN,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0935,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0936,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0936,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0937,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0937,COBOL,Policy Remarks,"Hutto, Amy",CLI-COMP-CODE-FILE,INPUT,No,No,No,No,No,No,No,No,No,No
CPCB0937,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0938,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0938,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0938,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0939,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0939,COBOL,Policy Remarks,"Hutto, Amy",CLI-PROCESSING-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0939,COBOL,Policy Remarks,"Hutto, Amy",CLO-REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0940,COBOL,Policy Remarks,"Hutto, Amy",CLI-PROCESSING-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0940,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0940,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0940,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0941,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0941,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE-1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0941,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE-2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0942,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0942,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0942,COBOL,Policy Remarks,"Hutto, Amy",PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0943,COBOL,Policy Remarks,"Hutto, Amy",CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No
CPCB0943,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE-1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
CPCB0943,COBOL,Policy Remarks,"Hutto, Amy",CLO-EXTRACT-FILE-2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No
