calling_component_name,calling_component_type,app_name,app_owner,called_component_name,called_component_type,instance
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPNSP,ASSEMBLER,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPIOMOD,ASSEMBLER,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPCHGPM,ASSEMBLER,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPETILM,ASSEMBLER,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPADJUN,ASSEMBLER,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDNSP,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CRINTCH,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CRBENCH,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",RBPDSECT,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",RCSDSECT,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDINT,ASM_COPYBOOK,Columbus
CPRPUC,ASSEMBLER,Policy Remarks,"Hutto, Amy",AUXRTBK,ASM_COPYBOOK,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",FTRAILER,FILE,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",ETRAILER,FILE,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
CPSURDEP,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CDCNACT,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",ETRAILER,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",@AUXRTBK,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",FTRAILER,FILE,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPACCT,ASSEMBLER,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPACCTDP,ASSEMBLER,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPDPADTM,ASSEMBLER,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPPAYLN,ASSEMBLER,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPTRLR,ASSEMBLER,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDCNACT,ASM_COPYBOOK,Columbus
CPSURPH,ASSEMBLER,Policy Remarks,"Hutto, Amy",AUXRTBK,ASM_COPYBOOK,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REAR00,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",@CDCNACT,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPSURPH,ASSEMBLER,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",UTRAILER,FILE,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPACCT,ASSEMBLER,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CPBLDUB,ASSEMBLER,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREAR00,ASM_COPYBOOK,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK,Columbus
CPSURRN,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDCNACT,ASM_COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",@GIINFO,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",ETRAILER,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",@PMTRLR,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",@REARXX,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DCPLUGS,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",ATRAILER,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",TTRAILER,FILE,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",DCPLUGS,ASM_COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDINT,ASM_COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",GIINFO1,ASM_COPYBOOK,Columbus
CPTEMPV,ASSEMBLER,Policy Remarks,"Hutto, Amy",GIINFO2,ASM_COPYBOOK,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK,FILE,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@DC30BK2,FILE,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",@FRONTX,FILE,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK,ASM_COPYBOOK,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDC30BK2,ASM_COPYBOOK,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",FRONTX,ASM_COPYBOOK,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
CPTRLR,ASSEMBLER,Policy Remarks,"Hutto, Amy",CDREARXX,ASM_COPYBOOK,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MISDSECT,FILE,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDXDSECT,FILE,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",HCRDSECT,FILE,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",HCVDSECT,FILE,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",HRSDSECT,FILE,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",HADDSECT,FILE,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",HMEDSECT,FILE,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CC@PLAN,FILE,Columbus
DC00PLAN,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CNVPLAN,ASM_COPYBOOK,Columbus
DC01H,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC01H,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",DUMMY,FILE,Columbus
DC01H,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",OUTPUT,FILE,Columbus
DC01H,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",DC01ERRS,ASM_COPYBOOK,Columbus
DC01H,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",DC01DSEC,COPYBOOK,Columbus
DC01H,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",FMTRAN,ASM_COPYBOOK,Columbus
DC01ST,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC01ST,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",DFHTCTTE,COPYBOOK,Columbus
DC01ST,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",PASSAREA,FILE,Columbus
DC01ST,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",INODSEC,FILE,Columbus
DC01ST,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",NP10030,ASSEMBLER,Columbus
DC01ST,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",TSTNUMR,FILE,Columbus
DC01ST,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",NDINOIN,ASM_COPYBOOK,Columbus
DC01ST,ASSEMBLER,Conversions (Cycle J IV - TracJ),"Hutto, Amy",NDSYSIN,ASM_COPYBOOK,Columbus
DC10MCHG,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC10MCHG,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",D10MCHG,FILE,Columbus
DC10MCHG,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",POLINDEX,FILE,Columbus
DC10MCHG,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",REQTBL,FILE,Columbus
DC10MCHG,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TABLE,FILE,Columbus
DC10MCHG,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",R15),COBOL,Columbus
DC10MCHG,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10MASS,ASM_COPYBOOK,Columbus
DC10PRIO,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC10PRIO,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PRADDRZ,FILE,Columbus
DC10PRIO,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CD,FILE,Columbus
DC10PRIO,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTHD,FILE,Columbus
DC10PRIO,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CD,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",C,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",D,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMASTER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ATRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",BTRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DTRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ETRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",GTRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",MTRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PTRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",QTRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",STRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",UTRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AHATRAIL,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AHPTRAIL,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",GIOTBL,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",MPDCTRLR,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TLETABLE,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ZTRAILER,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ZTLN,FILE,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NP00020,ASSEMBLER,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DCAB0010,ASSEMBLER,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMCADC10,ASM_COPYBOOK,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DCPLUGS,ASM_COPYBOOK,Columbus
DC10S,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
DC10SPRB,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC10SPRB,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",@PMTRLR,FILE,Columbus
DC10SPRB,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",QTRAILER,FILE,Columbus
DC10SPRB,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",MTRAILER,FILE,Columbus
DC10SPRB,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",NP11GGM,ASSEMBLER,Columbus
DC10SPRB,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",@D,FILE,Columbus
DC10SPRB,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
DC10TRIO,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC10TRIO,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TRADDRZ,FILE,Columbus
DC10TRIO,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC11P@RM,FILE,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMASTER,FILE,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",UTRAILER,FILE,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",CTRAILER,FILE,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",MTRAILER,FILE,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",FTRAILER,FILE,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",ETRAILER,FILE,Columbus
DC11,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
DC12CBLD,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC12CBLD,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CC@PLAN,FILE,Columbus
DC12CBLD,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CF@PLAN,FILE,Columbus
DC12CBLD,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CNVPLAN,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",FILEWORK,FILE,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORKAREA,FILE,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TBLDSECT,FILE,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",GTRAILER,FILE,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",MTRAILER,FILE,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DRSDNA,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",RBPDSECT,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DCPLUGS,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDILOAN,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDXI0010,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDXT0010,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDIV1000,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDIV1040,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDXI1030,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDXI0000,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",FRONTX,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",D15WRKA,ASM_COPYBOOK,Columbus
DC15ACC,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",FMTRAN,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",FILEWORK,FILE,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORKAREA,FILE,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AHATRAIL,FILE,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",GTRAILER,FILE,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",QTRAILER,FILE,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",MTMDPRMA,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DRSDNA,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",RBPDSECT,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DCPLUGS,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDILOAN,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDXI0010,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDXT0010,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDIV1000,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDIV1040,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDXI1030,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DDXI0000,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",FRONTX,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",D15WRKA,ASM_COPYBOOK,Columbus
DC15GRM,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",FMTRAN,ASM_COPYBOOK,Columbus
DC15QUAL,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
DC15QUAL,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",FILEWORK,FILE,Columbus
DC15QUAL,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",WORKAREA,FILE,Columbus
DC15QUAL,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",AHATRAIL,FILE,Columbus
DC15QUAL,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",UTRAILER,FILE,Columbus
DC15QUAL,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DRSDNA,ASM_COPYBOOK,Columbus
DC15QUAL,ASSEMBLER,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",RBPDSECT,ASM_COPYBOOK,Columbus
