component_name,component_type,app_name,app_owner,table_name,operation,query,instance
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS IN ('C', 'D', 'I', 'O', 'P', 'W') AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB IN('T25', 'WLJ')) WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS IN ('C', 'D', 'I', 'O', 'P', 'W') AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB ^= 'CLT' AND NJI_LOB ^= 'T25' AND NJI_LOB ^= 'WLJ') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND NJI_P25_IND = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",RTTRAC_LOB_ASIGNMT,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS IN ('C', 'D', 'I', 'O', 'P', 'W') AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB ^= 'CLT' AND NJI_LOB ^= 'T25' AND NJI_LOB ^= 'WLJ') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND NJI_P25_IND = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS IN ('C', 'D', 'I', 'O', 'P', 'W') AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A' AND NJI_UW_STATUS = 'P' AND NJI_UW_STATUS = 'Y') AND ((NJI_P25_IND = 'Y') AND (NJI_LOB <> 'CLT' AND NJI_LOB <> 'T25' AND NJI_LOB <> 'WLJ')) WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS IN ('C', 'D', 'I', 'O', 'P', 'W') AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND NJI_PBI_IND = ' ' AND NJI_LOB = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_SPECIALTY_DESK = ' ' AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'A') AND NJI_LOB <> 'CSD' AND NJI_P37_IND <> 'Y' AND NJI_PBI_IND = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",RTTRAC_LOB_ASIGNMT,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_SPECIALTY_DESK = ' ' AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'A') AND NJI_LOB <> 'CSD' AND NJI_P37_IND <> 'Y' AND NJI_PBI_IND = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_SPECIALTY_DESK = ' ' AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND NJI_LOB = 'CSD' AND NJI_PBI_IND = ' ' WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_SRCE_CD = 'SMK' AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_SPECIALTY_DESK > ' ' AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = ' ' AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'A') AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",RTTRAC_LOB_ASIGNMT,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_SPECIALTY_DESK > ' ' AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = ' ' AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'A') AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = 'Y' AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND (NJI_LOB <> 'T25' AND NJI_LOB <> 'WLJ') AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",RTTRAC_LOB_ASIGNMT,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = 'Y' AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND (NJI_LOB <> 'T25' AND NJI_LOB <> 'WLJ') AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND NJI_LOB = 'CLT' WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB IN('T25', 'WLJ')) WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB ^= 'CLT' AND NJI_LOB ^= 'T25' AND NJI_LOB ^= 'WLJ') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND NJI_P25_IND = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",RTTRAC_LOB_ASIGNMT,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB ^= 'CLT' AND NJI_LOB ^= 'T25' AND NJI_LOB ^= 'WLJ') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND NJI_P25_IND = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS <> 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A' AND NJI_UW_STATUS = 'P' AND NJI_UW_STATUS = 'Y') AND ((NJI_P25_IND = 'Y') AND (NJI_LOB <> 'CLT' AND NJI_LOB <> 'T25' AND NJI_LOB <> 'WLJ')) WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS ^= 'S' AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND NJI_PBI_IND = ' ' AND NJI_LOB = ' ' WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE (NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'N' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A')) OR (NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'N' AND NJI_P15_IND = ' ' AND ((NJI_P25_IND = 'Y') AND (NJI_LOB <> 'CLT' AND NJI_LOB <> 'T25' AND NJI_LOB <> 'WLJ'))) WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE (NJI_DATE = :WS-REC-DATE AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A')) OR ((NJI_DATE = :WS-REC-DATE AND NJI_P15_IND = ' ' AND ((NJI_P25_IND = 'Y') AND (NJI_LOB <> 'CLT' AND NJI_LOB <> 'T25' AND NJI_LOB <> 'WLJ')))) WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = 'Y' AND NJI_P25_IND = ' ' AND NJI_PROCESS_STATUS <> 'M' AND NJI_PROCESS_STATUS <> 'F' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'Y') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_P25_IND = ' ' AND NJI_P37_IND = ' ' AND NJI_P14_IND = 'Y' AND NJI_PROCESS_STATUS <> 'M' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'Y') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_P25_IND = ' ' AND NJI_P14_IND = ' ' AND NJI_P37_IND = 'Y' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'Y') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_P25_IND = ' ' AND NJI_P14_IND = ' ' AND NJI_P37_IND = ' ' AND NJI_MAN_INTRV_IND = 'Y' AND NJI_PROCESS_STATUS <> 'M' AND NJI_PROCESS_STATUS <> 'F' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'Y') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_P25_IND = ' ' AND NJI_P14_IND = ' ' AND NJI_P37_IND = ' ' AND NJI_PROCESS_STATUS <> 'M' AND NJI_PROCESS_STATUS <> 'F' AND NJI_SRCE_CD <> 'SMK' AND NJI_UW_STATUS = 'Y' WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = 'Y' AND NJI_P25_IND = ' ' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = 'A' OR NJI_UW_STATUS = 'P') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_P25_IND = ' ' AND NJI_P37_IND = ' ' AND NJI_P14_IND = 'Y' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = 'A' OR NJI_UW_STATUS = 'P') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_P25_IND = ' ' AND NJI_P14_IND = ' ' AND NJI_P37_IND = 'Y' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = 'A' OR NJI_UW_STATUS = 'P') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_P25_IND = ' ' AND NJI_P14_IND = ' ' AND NJI_P37_IND = ' ' AND NJI_MAN_INTRV_IND = 'Y' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = 'A' OR NJI_UW_STATUS = 'P') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'Y' AND NJI_P15_IND = ' ' AND NJI_P25_IND = ' ' AND NJI_P14_IND = ' ' AND NJI_P37_IND = ' ' AND NJI_SRCE_CD <> 'SMK' AND (NJI_UW_STATUS = 'A' OR NJI_UW_STATUS = 'P') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_IMAGE_STATUS = 'N' AND NJI_P25_IND = ' ' AND NJI_SRCE_CD <> 'SMK' AND (NJI_P15_IND = 'Y' OR NJI_P14_IND = 'Y' OR NJI_P37_IND = 'Y' OR NJI_UW_STATUS > ' ') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND (NJI_P15_IND = 'Y' OR NJI_P14_IND = 'Y' OR NJI_P37_IND = 'Y' OR NJI_UW_STATUS > ' ') AND NJI_SRCE_CD <> 'SMK' AND NJI_P25_IND = ' ' WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_SPECIALTY_DESK = ' ' AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'A') AND NJI_LOB <> 'CSD' AND NJI_P37_IND <> 'Y' AND NJI_PBI_IND = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",RTTRAC_LOB_ASIGNMT,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_SPECIALTY_DESK = ' ' AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'A') AND NJI_LOB <> 'CSD' AND NJI_P37_IND <> 'Y' AND NJI_PBI_IND = ' ' WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_SPECIALTY_DESK = ' ' AND NJI_IMAGE_STATUS = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND NJI_LOB = 'CSD' AND NJI_PBI_IND = ' ' WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_SPECIALTY_DESK > ' ' AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = ' ' AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'A') AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",RTTRAC_LOB_ASIGNMT,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_SPECIALTY_DESK > ' ' AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = ' ' AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'A') AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = 'Y' AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND (NJI_LOB <> 'T25' AND NJI_LOB <> 'WLJ') AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",RTTRAC_LOB_ASIGNMT,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = 'Y' AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND (NJI_LOB <> 'T25' AND NJI_LOB <> 'WLJ') AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = 'Y' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND NJI_LOB = 'CLT' WITH UR,Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB IN('T25', 'WLJ')) WITH UR",Columbus
NBCO3130,COBOL,Batch Trac,"Hutto, Amy",NOT_JET_ISSUED,READ,"SELECT COUNT (*) INTO :WS-COUNT FROM NOT_JET_ISSUED ,RTTRAC_LOB_ASIGNMT WHERE NJI_DATE = :WS-REC-DATE AND NJI_PROCESS_STATUS = 'S' AND NJI_IMAGE_STATUS = 'Y' AND NJI_DR_IND = ' ' AND NJI_PBI_IND = ' ' AND (NJI_UW_STATUS = ' ' OR NJI_UW_STATUS = 'A') AND (NJI_LOB ^= 'CLT' AND NJI_LOB ^= 'T25' AND NJI_LOB ^= 'WLJ') AND (NJI_LOB = RTTRAC_LOB_ASIGNMT.RTLOB_LOB_CD AND RTTRAC_LOB_ASIGNMT.RTLOB_IND = 'L') AND NJI_P25_IND = ' ' WITH UR",Columbus
